,id,Generic_Name,SMILES,ATC
3594,DB13356,Mesulfen,CC1=CC=C2SC3=CC(C)=CC=C3SC2=C1,P03
3596,DB13357,Styramate,NC(=O)OCC(O)C1=CC=CC=C1,M03
3597,DB13358,Cibenzoline,C1C(C2=NCCN2)C1(C1=CC=CC=C1)C1=CC=CC=C1,C01
3598,DB13359,Magnesium aspartate,O.O.O.O.[Mg++].N[C@@H](CC(O)=O)C([O-])=O.N[C@@H](CC(O)=O)C([O-])=O,A12
3599,DB13360,Tolciclate,CN(C(=S)OC1=CC=C2[C@H]3CC[C@H](C3)C2=C1)C1=CC(C)=CC=C1,D01
3600,DB13361,Trimethyldiphenylpropylamine,CC(CC(C1=CC=CC=C1)C1=CC=CC=C1)N(C)C,A03
3601,DB13362,Pheneturide,CCC(C(=O)NC(N)=O)C1=CC=CC=C1,N03
3602,DB13363,Oxaceprol,[H][C@]1(O)CN(C(C)=O)[C@@]([H])(C1)C(O)=O,M01
3604,DB13364,Feprazone,CC(C)=CCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,M01
3606,DB13366,Hydrochloric acid,Cl,B05
3608,DB13367,Cloricromen,CCOC(=O)COC1=CC=C2C(C)=C(CCN(CC)CC)C(=O)OC2=C1Cl,B01
3609,DB13368,Motretinide,CCNC(=O)\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)C=C(OC)C(C)=C1C,D10
3610,DB13369,Benzilone,CC[N+]1(CC)CCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,A03
3611,DB13370,Bromisoval,CC(C)C(Br)C(=O)NC(N)=O,N05
3612,DB13371,Difenpiramide,O=C(CC1=CC=C(C=C1)C1=CC=CC=C1)NC1=CC=CC=N1,M01
3613,DB13373,Acriflavine,[Cl-].NC1=CC2=NC3=C(C=CC(N)=C3)C=C2C=C1.C[N+]1=C2C=C(N)C=CC2=CC2=C1C=C(N)C=C2,R02
3614,DB13374,Vincamine,[H][C@]12N3CCC[C@@]1(CC)C[C@@](O)(N1C4=CC=CC=C4C(CC3)=C21)C(=O)OC,C04
3615,DB13376,Succinimide,O=C1CCC(=O)N1,G04
3616,DB13377,Vinbarbital,CC\C=C(/C)C1(CC)C(=O)NC(=O)NC1=O,N05
3617,DB13378,Norfenefrine,NCC(O)C1=CC(O)=CC=C1,C01
3618,DB13379,Chiniofon,[Na+].OC([O-])=O.OC1=C(I)C=C(C2=CC=CN=C12)S(O)(=O)=O,P01
3619,DB13380,Difemerine,CN(C)C(C)(C)COC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,A03
3620,DB13381,Sodium feredetate,[Na+].[O-]C(=O)C[N+]12CC[N+]34CC(=O)O[Fe--]13(OC(=O)C2)OC(=O)C4,B03
3621,DB13382,Chlorproethazine,CCN(CC)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2,N05
3622,DB13383,Diiodohydroxypropane,OC(CI)CI,D08
3623,DB13384,Melitracen,CN(C)CCC=C1C2=CC=CC=C2C(C)(C)C2=CC=CC=C12,N06
3624,DB13386,Epimestrol,COC1=CC=C2[C@H]3CC[C@]4(C)[C@H](O)[C@H](O)C[C@H]4[C@@H]3CCC2=C1,G03
3625,DB13388,Phenylmercuric nitrate,[O-][N+](=O)O[Hg]C1=CC=CC=C1,D09
3626,DB13389,Iopydol,OCC(O)CN1C=C(I)C(=O)C(I)=C1,V08
3627,DB13391,Levoverbenone,[H][C@]12C[C@]([H])(C(=O)C=C1C)C2(C)C,R05
3628,DB13392,Merbromin,[Na+].[Na+].O[Hg]C1=C([O-])C(Br)=CC2=C1OC1=CC(=O)C(Br)=CC1=C2C1=CC=CC=C1C([O-])=O,D08
3629,DB13393,Emetine,[H][C@]1(C[C@@]2([H])C[C@]3([H])N(CCC4=CC(OC)=C(OC)C=C34)C[C@]2([H])CC)NCCC2=CC(OC)=C(OC)C=C12,P01
3630,DB13394,Adrenalone,CNCC(=O)C1=CC(O)=C(O)C=C1,A01
3632,DB13395,Eprozinol,COC(CN1CCN(CCC(O)C2=CC=CC=C2)CC1)C1=CC=CC=C1,R03
3633,DB13396,Neocitrullamon,NC(CCCN1C(=O)NC(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1)C(O)=O,N03
3634,DB13397,Prenoxdiazine,C(CC1=NC(CC(C2=CC=CC=C2)C2=CC=CC=C2)=NO1)N1CCCCC1,R05
3635,DB13398,Oxyfedrine,COC1=CC(=CC=C1)C(=O)CCN[C@@H](C)[C@H](O)C1=CC=CC=C1,C01
3636,DB13399,Terguride,[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@@H](CN2C)NC(=O)N(CC)CC,G02
3637,DB13400,Linsidomine,[NH-]C1=C[N+](=NO1)N1CCOCC1,C01
3638,DB13401,Metildigoxin,[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4([H])C[C@]([H])(CC[C@]4(C)[C@@]3([H])C[C@@]([H])(O)[C@]12C)O[C@@]1([H])C[C@]([H])(O)[C@]([H])(O[C@@]2([H])C[C@]([H])(O)[C@]([H])(O[C@@]3([H])C[C@]([H])(O)[C@]([H])(OC)[C@@]([H])(C)O3)[C@@]([H])(C)O2)[C@@]([H])(C)O1)C1=CC(=O)OC1,C01
3639,DB13402,Acetylglycinamide chloral hydrate,OC(O)C(Cl)(Cl)Cl.CC(=O)NCC(O)=O,N05
3640,DB13403,Oxypertine,COC1=C(OC)C=C2C(NC(C)=C2CCN2CCN(CC2)C2=CC=CC=C2)=C1,N05
3641,DB13404,Edetate sodium,[Na+].[Na+].[Na+].[Na+].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,S01
3642,DB13405,Mefruside,CN(CC1(C)CCCO1)S(=O)(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O,C03
3643,DB13407,Nifenazone,CN1N(C(=O)C(NC(=O)C2=CC=CN=C2)=C1C)C1=CC=CC=C1,M02
3645,DB13408,Methylpropylpropanediol dinitrate,CCCC(C)(CO[N+]([O-])=O)CO[N+]([O-])=O,C01
3646,DB13409,Rokitamycin,CCCC(=O)O[C@H]1[C@H](C)O[C@H](C[C@@]1(C)OC(=O)CC)O[C@@H]1[C@@H](C)O[C@@H](O[C@H]2[C@@H](CC=O)C[C@@H](C)[C@@H](O)\C=C\C=C\C[C@@H](C)OC(=O)C[C@@H](O)[C@@H]2OC)[C@H](O)[C@H]1N(C)C,J01
3647,DB13410,Guanoxabenz,ONC(=N)N\N=C\C1=C(Cl)C=CC=C1Cl,C02
3648,DB13411,Lofepramine,CN(CCCN1C2=CC=CC=C2CCC2=CC=CC=C12)CC(=O)C1=CC=C(Cl)C=C1,N06
3649,DB13412,Pirisudanol,CN(C)CCOC(=O)CCC(=O)OCC1=C(CO)C(O)=C(C)N=C1,N06
3650,DB13413,Phenglutarimide,CCN(CC)CCC1(CCC(=O)NC1=O)C1=CC=CC=C1,N04
3651,DB13414,Fenyramidol,OC(CNC1=NC=CC=C1)C1=CC=CC=C1,M03
3652,DB13415,Pentetrazol,C1CCN2N=NN=C2CC1,R07
3653,DB13416,Sulbutiamine,CC(C)C(=O)OCC\C(SS\C(CCOC(=O)C(C)C)=C(/C)N(CC1=C(N)N=C(C)N=C1)C=O)=C(\C)N(CC1=C(N)N=C(C)N=C1)C=O,A11
3654,DB13417,Morinamide,O=C(NCN1CCOCC1)C1=NC=CN=C1,J04
3655,DB13418,Moxestrol,CO[C@H]1C[C@@]2(C)[C@@H](CC[C@@]2(O)C#C)[C@@H]2CCC3=CC(O)=CC=C3[C@@H]12,G03
3656,DB13419,Troxipide,COC1=CC(=CC(OC)=C1OC)C(=O)NC1CCCNC1,A02
3657,DB13420,Thiazinam,CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)[N+](C)(C)C,R06
3658,DB13421,Edoxudine,CCC1=CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1=O,D06
3659,DB13422,Nicofuranose,[H][C@]1(COC(=O)C2=CN=CC=C2)O[C@](O)(COC(=O)C2=CN=CC=C2)[C@@]([H])(OC(=O)C2=CN=CC=C2)[C@]1([H])OC(=O)C1=CN=CC=C1,C10
3660,DB13423,Ferric hydroxide,[OH-].[OH-].[OH-].[Fe+3],B03
3661,DB13424,Clofenotane,ClC1=CC=C(C=C1)C(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl,P03
3662,DB13425,Flutrimazole,FC1=CC=C(C=C1)C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1F,G01
3664,DB13427,Gold Au-198,[198Au],V10
3665,DB13428,Iobenzamic acid,NC1=C(I)C=C(I)C(C(=O)N(CCC(O)=O)C2=CC=CC=C2)=C1I,V08
3666,DB13429,Tolonidine,CC1=CC=C(NC2=NCCN2)C(Cl)=C1,C02
3667,DB13430,Mebutizide,CCC(C)C(C)C1NC2=CC(Cl)=C(C=C2S(=O)(=O)N1)S(N)(=O)=O,C03
3668,DB13431,Proglumide,CCCN(CCC)C(=O)C(CCC(O)=O)NC(=O)C1=CC=CC=C1,A02
3669,DB13432,Lonazolac,OC(=O)CC1=CN(N=C1C1=CC=C(Cl)C=C1)C1=CC=CC=C1,M01
3670,DB13433,Simfibrate,CC(C)(OC1=CC=C(Cl)C=C1)C(=O)OCCCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1,C10
3671,DB13434,Fenticonazole,ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC1=CC=C(SC2=CC=CC=C2)C=C1,D01
3673,DB13435,Endralazine,N\N=C1/NN=C2CCN(CC2=C1)C(=O)C1=CC=CC=C1,C02
3674,DB13436,Droxypropine,CCC(=O)C1(CCN(CCOCCO)CC1)C1=CC=CC=C1,R05
3675,DB13437,Medazepam,CN1CCN=C(C2=CC=CC=C2)C2=C1C=CC(Cl)=C2,N05
3676,DB13438,Prolintane,CCCC(CC1=CC=CC=C1)N1CCCC1,N06
3677,DB13439,Fenpiprane,C(CN1CCCCC1)C(C1=CC=CC=C1)C1=CC=CC=C1,A03
3678,DB13441,Niceritrol,O=C(OCC(COC(=O)C1=CN=CC=C1)(COC(=O)C1=CN=CC=C1)COC(=O)C1=CN=CC=C1)C1=CN=CC=C1,C10
3679,DB13442,Citiolone,CC(=O)NC1CCSC1=O,A05
3680,DB13443,Esatenolol,CC(C)NC[C@H](O)COC1=CC=C(CC(N)=O)C=C1,C07
3681,DB13444,Ioxitalamic acid,CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(C(=O)NCCO)=C1I,V08
3682,DB13445,Nepinalone,CC1(CCN2CCCCC2)C(=O)CCC2=CC=CC=C12,R05
3683,DB13448,Mazaticol,CN1[C@@H]2CCC(C)(C)[C@@H]1C[C@@H](C2)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1,N04
3684,DB13449,Proxyphylline,CC(O)CN1C=NC2=C1C(=O)N(C)C(=O)N2C,R03
3685,DB13451,Tioclomarol,OC(CC(C1=CC=C(Cl)S1)C1=C(O)C2=CC=CC=C2OC1=O)C1=CC=C(Cl)C=C1,B01
3686,DB13452,Cadralazine,CCOC(=O)NNC1=NN=C(C=C1)N(CC)CC(C)O,C02
3687,DB13453,Xenon,[Xe],N01
3688,DB13454,Nicomorphine,[H][C@@]12OC3=C(OC(=O)C4=CN=CC=C4)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@]2([H])OC(=O)C1=CN=CC=C1,N02
3689,DB13455,Phenibut,NCC(CC(O)=O)C1=CC=CC=C1,N06
3690,DB13456,Midecamycin,[H][C@@]1(C[C@@](C)(O)[C@@H](OC(=O)CC)[C@H](C)O1)O[C@@H]1[C@@H](C)O[C@@]([H])(O[C@H]2[C@@H](CC=O)C[C@@H](C)[C@@H](O)\C=C\C=C\C[C@@H](C)OC(=O)C[C@@]([H])(OC(=O)CC)[C@@H]2OC)[C@H](O)[C@H]1N(C)C,J01
3691,DB13457,Oxaflozane,CC(C)N1CCOC(C1)C1=CC=CC(=C1)C(F)(F)F,N06
3692,DB13458,Thebacon,COC1=CC=C2C[C@@H]3[C@@H]4CC=C(OC(C)=O)[C@@H]5OC1=C2[C@]45CCN3C,R05
3693,DB13459,Pecilocin,CCCC[C@@H](O)\C=C(/C)\C=C\C=C\C(=O)N1CCCC1=O,D01
3694,DB13460,Ronifibrate,CC(C)(OC1=CC=C(Cl)C=C1)C(=O)OCCCOC(=O)C1=CN=CC=C1,C10
3695,DB13461,Cefcapene,CC\C=C(/C(=O)N[C@H]1[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(O)=O)C1=CSC(N)=N1,J01
3696,DB13462,Bephenium,C[N+](C)(CCOC1=CC=CC=C1)CC1=CC=CC=C1,P02
3697,DB13463,Oxetorone,CN(C)CCC=C1C2=C(COC3=CC=CC=C13)C1=CC=CC=C1O2,N02
3698,DB13465,Ciclobendazole,COC(=O)NC1=NC2=C(N1)C=CC(=C2)C(=O)C1CC1,P02
3699,DB13466,Deptropine,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC1C2=CC=CC=C2CCC2=C1C=CC=C2,R06
3700,DB13467,Lanatoside C,[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4([H])C[C@]([H])(CC[C@]4(C)[C@@]3([H])C[C@@]([H])(O)[C@]12C)O[C@@]1([H])C[C@]([H])(O)[C@]([H])(O[C@@]2([H])C[C@]([H])(O)[C@]([H])(O[C@@]3([H])C[C@]([H])(OC(C)=O)[C@]([H])(O[C@]4([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]4([H])O)[C@@]([H])(C)O3)[C@@]([H])(C)O2)[C@@]([H])(C)O1)C1=CC(=O)OC1,C01
3701,DB13468,Etybenzatropine,CCN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(C1=CC=CC=C1)C1=CC=CC=C1,N04
3702,DB13469,Phanquinone,O=C1C(=O)C2=C(C=CC=N2)C2=C1N=CC=C2,P01
3703,DB13470,Cefodizime,[H][C@]12SCC(CSC3=NC(C)=C(CC(O)=O)S3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,J01
3704,DB13471,Nalfurafine,CN([C@@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC2CC2)[C@H]1O5)C(=O)\C=C\C1=COC=C1,V03
3705,DB13472,Cyclofenil,CC(=O)OC1=CC=C(C=C1)C(=C1CCCCC1)C1=CC=C(OC(C)=O)C=C1,G03
3706,DB13473,Antimony pentasulfide,[S--].[S--].[S--].[S--].[S--].[Sb+5].[Sb+5],R05
3707,DB13474,Tipepidine,CN1CCCC(C1)=C(C1=CC=CS1)C1=CC=CS1,R05
3708,DB13475,Furazidin,[O-][N+](=O)C1=CC=C(O1)\C=C\C=N\N1CC(=O)NC1=O,J01
3709,DB13476,Diisopromine,CC(C)N(CCC(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C,A03
3710,DB13478,Meptazinol,CCC1(CCCCN(C)C1)C1=CC(O)=CC=C1,N02
3711,DB13479,Histapyrrodine,C(CN1CCCC1)N(CC1=CC=CC=C1)C1=CC=CC=C1,R06
3712,DB13481,Tenidap,NC(=O)N1C(=O)\C(=C(/O)C2=CC=CS2)C2=C1C=CC(Cl)=C2,M01
3713,DB13482,Dimefline,COC1=CC=C2C(=O)C(C)=C(OC2=C1CN(C)C)C1=CC=CC=C1,R07
3714,DB13483,Etamsylate,CCNCC.OC1=CC(=C(O)C=C1)S(O)(=O)=O,B02
3715,DB13484,Quinbolone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2OC1=CCCC1,A14
3716,DB13485,Sulfametomidine,COC1=NC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1,J01
3717,DB13486,Magnesium peroxide,[Mg++].[O-][O-],A06
3719,DB13487,Iodine (131I) norcholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H](C[131I])C4=C(CC[C@H](O)C4)[C@H]3CC[C@]12C,V09
3720,DB13488,Bencyclane,CN(C)CCCOC1(CC2=CC=CC=C2)CCCCCC1,C04
3721,DB13489,Bamipine,CN1CCC(CC1)N(CC1=CC=CC=C1)C1=CC=CC=C1,R06
3723,DB13490,Hidrosmin,COC1=CC=C(C=C1O)C1=CC(=O)C2=C(OCCO)C=C(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)C=C2O1,C05
3724,DB13491,Fluperolone,C[C@H](O)C(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C,D07
3725,DB13493,Cyclobutyrol,CCC(C(O)=O)C1(O)CCCCC1,A05
3726,DB13494,Dimetofrine,CNCC(O)C1=CC(OC)=C(O)C(OC)=C1,C01
3727,DB13495,Paraoxon,CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+]([O-])=O,S01
3728,DB13496,Iprindole,CN(C)CCCN1C2=C(CCCCCC2)C2=CC=CC=C12,N06
3729,DB13497,Valethamate,CCC(C)C(C(=O)OCC[N+](C)(CC)CC)C1=CC=CC=C1,A03
3730,DB13499,Cefsulodin,NC(=O)C1=CC=[N+](CC2=C(N3[C@H](SC2)[C@H](NC(=O)[C@@H](C2=CC=CC=C2)S(O)(=O)=O)C3=O)C([O-])=O)C=C1,J01
3731,DB13500,Otilonium,CCCCCCCCOC1=CC=CC=C1C(=O)NC1=CC=C(C=C1)C(=O)OCC[N+](C)(CC)CC,A03
3732,DB13501,Bendazac,OC(=O)COC1=NN(CC2=CC=CC=C2)C2=CC=CC=C12,M02
3734,DB13502,Budipine,CC(C)(C)N1CCC(CC1)(C1=CC=CC=C1)C1=CC=CC=C1,N04
3735,DB13504,Cefetamet,[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,J01
3736,DB13505,Emepronium,CC[N+](C)(C)C(C)CC(C1=CC=CC=C1)C1=CC=CC=C1,A03
3739,DB13506,Carfecillin,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)OC3=CC=CC=C3)C3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O,G01
3740,DB13507,Poldine,C[N+]1(C)CCCC1COC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,A03
3741,DB13508,Cloranolol,CC(C)(C)NCC(O)COC1=CC(Cl)=CC=C1Cl,C07
3742,DB13509,Aloxiprin,[O--].[O--].[O--].[Al+3].[Al+3].CC(=O)OC1=CC=CC=C1C(O)=O,N02
3744,DB13510,Buflomedil,COC1=CC(OC)=C(C(=O)CCCN2CCCC2)C(OC)=C1,C04
3745,DB13511,Clebopride,COC1=CC(N)=C(Cl)C=C1C(=O)NC1CCN(CC2=CC=CC=C2)CC1,A03
3746,DB13512,Clefamide,OCCN(CC1=CC=C(OC2=CC=C(C=C2)N(=O)=O)C=C1)C(=O)C(Cl)Cl,P01
3747,DB13513,Tribromometacresol,CC1=C(Br)C=C(Br)C(O)=C1Br,D01
3748,DB13514,Pranoprofen,CC(C(O)=O)C1=CC2=C(OC3=C(C2)C=CC=N3)C=C1,S01
3749,DB13515,Levomethadone,CCC(=O)C(C[C@@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,N07
3750,DB13516,Clodantoin,CCCCC(CC)C1NC(=O)N(SC(Cl)(Cl)Cl)C1=O,G01
3751,DB13519,Cerium oxalate,[Ce+3].[Ce+3].[O-]C(=O)C([O-])=O.[O-]C(=O)C([O-])=O.[O-]C(=O)C([O-])=O,A04
3752,DB13520,Metergoline,[H][C@@]12CC3=CN(C)C4=CC=CC(=C34)[C@@]1([H])C[C@@H](CNC(=O)OCC1=CC=CC=C1)CN2C,G02
3753,DB13523,Veralipride,COC1=CC(=CC(C(=O)NCC2CCCN2CC=C)=C1OC)S(N)(=O)=O,N05
3754,DB13524,Propyphenazone,CC(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1,N02
3755,DB13526,Pentaerithrityl,OCC(CO)(CO)CO,A06
3756,DB13527,Proglumetacin,CCCN(CCC)C(=O)C(CCC(=O)OCCCN1CCN(CCOC(=O)CC2=C(C)N(C(=O)C3=CC=C(Cl)C=C3)C3=C2C=C(OC)C=C3)CC1)NC(=O)C1=CC=CC=C1,M01
3757,DB13528,Chlormadinone,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(Cl)C2=CC(=O)CC[C@]12C,G03
3758,DB13529,Dobesilic acid,OC1=CC(=C(O)C=C1)S(O)(=O)=O,C05
3759,DB13530,Mepindolol,CC(C)NCC(O)COC1=CC=CC2=C1C=C(C)N2,C07
3760,DB13531,Nicofetamide,O=C(NC(CC1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CN=C1,A03
3761,DB13532,Cyclopenthiazide,NS(=O)(=O)C1=CC2=C(NC(CC3CCCC3)NS2(=O)=O)C=C1Cl,G01
3763,DB13533,Methylestrenolone,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,G03
3764,DB13534,Gedocarnil,COCC1=C(N=CC2=C1C1=C(N2)C=CC=C1OC1=CC=C(Cl)C=C1)C(=O)OC(C)C,N05
3765,DB13536,Broxyquinoline,OC1=C2N=CC=CC2=C(Br)C=C1Br,P01
3768,DB13537,Gitoformate,C[C@H]1O[C@H](C[C@H](OC=O)[C@@H]1OC=O)O[C@@H]1[C@@H](C)O[C@H](C[C@@H]1OC=O)O[C@@H]1[C@@H](C)O[C@H](C[C@@H]1OC=O)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@H]([C@H](C[C@]32O)OC=O)C2=CC(=O)OC2)C1,C01
3769,DB13538,Guacetisal,COC1=CC=CC=C1OC(=O)C1=CC=CC=C1OC(C)=O,N02
3770,DB13539,Iodoxamic acid,OC(=O)C1=C(I)C(NC(=O)CCOCCOCCOCCOCCC(=O)NC2=C(I)C(C(O)=O)=C(I)C=C2I)=C(I)C=C1I,V08
3771,DB13540,Isepamicin,[H][C@]1(O[C@H]2[C@@H](C[C@H](N)[C@@H](O[C@@]3([H])O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2O)NC(=O)[C@@H](O)CN)OC[C@](C)(O)[C@H](NC)[C@H]1O,J01
3772,DB13541,Iprazochrome,CC(C)N1CC(O)C2=C\C(=N\NC(N)=O)C(=O)C=C12,N02
3773,DB13542,Bevonium,C[N+]1(C)CCCCC1COC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,A03
3774,DB13543,Mitobronitol,[H][C@@](O)(CBr)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CBr,L01
3775,DB13544,Ethenzamide,CCOC1=C(C=CC=C1)C(N)=O,N02
3776,DB13545,Isobromindione,BrC1=CC=C2C(=O)C(C(=O)C2=C1)C1=CC=CC=C1,M04
3777,DB13546,Nizofenone,CCN(CC)CC1=NC=CN1C1=C(C=C(C=C1)N(=O)=O)C(=O)C1=CC=CC=C1Cl,N06
3778,DB13547,Sulfatolamide,NCC1=CC=C(C=C1)S(N)(=O)=O.NC(=S)NS(=O)(=O)C1=CC=C(N)C=C1,G01
3779,DB13548,Dibrompropamidine,NC(=N)C1=CC=C(OCCCOC2=CC=C(C=C2Br)C(N)=N)C(Br)=C1,D08
3781,DB13549,4-dimethylaminophenol,CN(C)C1=CC=C(O)C=C1,V03
3782,DB13550,Bifemelane,CNCCCCOC1=CC=CC=C1CC1=CC=CC=C1,N06
3783,DB13551,Cinchophen,OC(=O)C1=CC(=NC2=CC=CC=C12)C1=CC=CC=C1,M04
3784,DB13552,Trifluperidol,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC(=CC=C1)C(F)(F)F,N05
3785,DB13553,Carumonam,NC(=O)OC[C@@H]1[C@H](NC(=O)C(=N/OCC(O)=O)\C2=CSC(N)=N2)C(=O)N1S(O)(=O)=O,J01
3786,DB13554,Moperone,CC1=CC=C(C=C1)C1(O)CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1,N05
3787,DB13555,Prajmaline,CCC[N@@+]12[C@H]3C[C@]45[C@H](O)[C@H]3[C@@H](C[C@H]1[C@@H]4N(C)C1=C5C=CC=C1)[C@H](CC)[C@H]2O,C01
3788,DB13556,Sulfamazone,COC1=CC=C(NS(=O)(=O)C2=CC=C(NC(C3=C(C)N(C)N(C3=O)C3=CC=CC=C3)S(O)(=O)=O)C=C2)N=N1,J01
3789,DB13557,Thiopropazate,CC(=O)OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,N05
3790,DB13558,Morclofone,COC1=CC(=CC(OC)=C1OCCN1CCOCC1)C(=O)C1=CC=C(Cl)C=C1,R05
3791,DB13559,Rimiterol,O[C@@H]([C@@H]1CCCCN1)C1=CC(O)=C(O)C=C1,R03
3792,DB13561,Clobenzorex,C[C@@H](CC1=CC=CC=C1)NCC1=CC=CC=C1Cl,A08
3793,DB13563,Norgestrienone,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H],G03
3794,DB13564,Zipeprol,COC(CN1CCN(CC(O)C(OC)C2=CC=CC=C2)CC1)C1=CC=CC=C1,R05
3795,DB13565,Benzoxonium,CCCCCCCCCCCC[N+](CCO)(CCO)CC1=CC=CC=C1,A01
3797,DB13566,Sequifenadine,CC1=CC=CC=C1C(O)(C1CN2CCC1CC2)C1=CC=CC=C1C,R06
3798,DB13567,Desaspidin,CCCC(=O)C1=C(O)C=C(OC)C(CC2=C(O)C(C)(C)C(O)=C(C(=O)CCC)C2=O)=C1O,P02
3799,DB13568,Diodone,OCCNCCO.OC(=O)CN1C=C(I)C(=O)C(I)=C1,V08
3800,DB13569,Ferrous chloride,[Cl-].[Cl-].[Fe++],B03
3801,DB13571,Pentamycin,CCCCC[C@@H](O)[C@@H]1[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)[C@@H](O)[C@H](O)\C(C)=C\C=C\C=C\C=C\C=C\[C@H](O)[C@@H](C)OC1=O,G01
3802,DB13572,Emylcamate,CCC(C)(CC)OC(N)=O,N05
3803,DB13573,Acefylline,CN1C2=C(N(CC(O)=O)C=N2)C(=O)N(C)C1=O,R03
3804,DB13574,Heptaminol,CC(N)CCCC(C)(C)O,C01
3805,DB13575,Bietaserpine,CCN(CC)CCN1C2=CC(OC)=CC=C2C2=C1[C@H]1C[C@H]3[C@H](C[C@@H](OC(=O)C4=CC(OC)=C(OC)C(OC)=C4)[C@H](OC)[C@H]3C(=O)OC)CN1CC2,C02
3806,DB13576,Aluminium nicotinate,[Al+3].[O-]C(=O)C1=CN=CC=C1.[O-]C(=O)C1=CN=CC=C1.[O-]C(=O)C1=CN=CC=C1,C10
3807,DB13577,Allobarbital,C=CCC1(CC=C)C(=O)NC(=O)NC1=O,N05
3808,DB13578,Metabutethamine,CC(C)CNCCOC(=O)C1=CC=CC(N)=C1,N01
3809,DB13579,Mepixanox,COC1=CC=C2C(=O)C3=CC=CC=C3OC2=C1CN1CCCCC1,R07
3810,DB13580,Succinylsulfathiazole,OC(=O)CCC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1,A07
